Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
HP1507101_B8	(1.0, 61.44392663860493)	(2.0, 9.034876728803368)	(3.0, 4.803066746843055)	(4.0, 2.8863499699338546)	(5.0, 2.4992483463619966)	(6.0, 1.9392663860493085)	(7.0, 1.420625375826819)	(8.0, 1.4732411304870716)	(9.0, 1.1162056524353579)	('>10', 11.50405892964522)	('>50', 1.8791340950090198)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_B9	(1.0, 21.755652594289156)	(2.0, 5.106949540739096)	(3.0, 3.1609354815701254)	(4.0, 2.2792654995601556)	(5.0, 1.7791902108875344)	(6.0, 1.6119701064344079)	(7.0, 1.400765566923705)	(8.0, 1.1824284163225842)	(9.0, 1.1305188578312106)	('>10', 20.554996394068837)	('>50', 9.732844089046687)	('>100', 22.195496944864917)	('>500', 7.265356907933842)	('>1k', 0.8436293895277419)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_C1	(1.0, 87.0705481248361)	(2.0, 6.976134277471807)	(3.0, 3.304484657749803)	(4.0, 0.9441384736428009)	(5.0, 0.917912404930501)	(6.0, 0.3147128245476003)	(7.0, 0.0)	(8.0, 0.2098085496984002)	(9.0, 0.0)	('>10', 0.26226068712300027)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_C10	(1.0, 45.30654764392601)	(2.0, 6.988730192941752)	(3.0, 3.1776673862098868)	(4.0, 2.1560765653012703)	(5.0, 1.717765794531888)	(6.0, 1.2953787400397923)	(7.0, 1.1104281359778514)	(8.0, 1.0063267322957272)	(9.0, 0.8997242707953169)	('>10', 14.50708920273306)	('>50', 5.743306642451432)	('>100', 12.514754874265652)	('>500', 2.605538577220611)	('>1k', 0.9706652413097616)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_C11	(1.0, 68.2382762991128)	(2.0, 6.8757921419518375)	(3.0, 3.650190114068441)	(4.0, 2.0785804816223066)	(5.0, 1.8694550063371358)	(6.0, 1.1787072243346008)	(7.0, 1.308618504435995)	(8.0, 1.064638783269962)	(9.0, 0.5703422053231939)	('>10', 11.571609632446133)	('>50', 1.5937896070975919)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_C12	(1.0, 41.10412463020706)	(2.0, 5.978444109428366)	(3.0, 2.9690716248765034)	(4.0, 2.2109931773910976)	(5.0, 1.6391083576161882)	(6.0, 1.4793973735649624)	(7.0, 1.153953137564772)	(8.0, 1.0649122389614418)	(9.0, 0.9298148226001535)	('>10', 15.023026432929033)	('>50', 7.032657214179689)	('>100', 16.530009504544115)	('>500', 2.2211916224234747)	('>1k', 0.6632957537131483)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_C13	(1.0, 71.45913916550079)	(2.0, 8.674183194798783)	(3.0, 4.567525306559131)	(4.0, 2.600609003374208)	(5.0, 1.7282528186980495)	(6.0, 1.7282528186980495)	(7.0, 0.6913011274792198)	(8.0, 0.6583820261706855)	(9.0, 0.22220393383260637)	('>10', 7.670150604888487)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_C14	(1.0, 58.584387463400475)	(2.0, 6.717014516731417)	(3.0, 3.1126998341917003)	(4.0, 2.123933931903787)	(5.0, 1.6936235381888451)	(6.0, 1.3258029663364725)	(7.0, 1.2115454045906449)	(8.0, 0.9777423133113962)	(9.0, 0.9887649311503688)	('>10', 13.737414240771912)	('>50', 4.782198739761066)	('>100', 4.616302650431532)	('>500', 0.1285694692303888)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_C15	(1.0, 58.362857239261736)	(2.0, 9.555623038769106)	(3.0, 5.32442554914465)	(4.0, 3.8465431723858687)	(5.0, 2.631845328474542)	(6.0, 2.5306205081485977)	(7.0, 2.0312447278739416)	(8.0, 1.6195971252151025)	(9.0, 1.5487397509869418)	('>10', 12.359550561797752)	('>50', 0.18895299794176199)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_C16	(1.0, 32.18481154276455)	(2.0, 6.558388951043555)	(3.0, 3.8236372053547316)	(4.0, 2.8451834419968365)	(5.0, 2.254446201921222)	(6.0, 2.083252960919718)	(7.0, 1.5764245206589251)	(8.0, 1.4659928243509124)	(9.0, 1.423556189961807)	('>10', 22.081516916785617)	('>50', 8.840322518421358)	('>100', 11.746267505111685)	('>500', 3.1161992207090776)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_C17	(1.0, 74.72681630242174)	(2.0, 7.914943886591849)	(3.0, 4.075605434140579)	(4.0, 2.6580035440047256)	(5.0, 1.6243354991139987)	(6.0, 1.461901949202599)	(7.0, 1.1887182516243355)	(8.0, 0.8269344359125812)	(9.0, 0.9303012404016539)	('>10', 4.592439456585942)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_C18	(1.0, 46.374930872149214)	(2.0, 7.315406985601556)	(3.0, 3.882643504830857)	(4.0, 2.6919071978021627)	(5.0, 2.198250385579433)	(6.0, 1.8571655542721592)	(7.0, 1.5557691595916805)	(8.0, 1.3226748255762022)	(9.0, 1.2245583733510823)	('>10', 16.711237509370147)	('>50', 5.562281305425168)	('>100', 8.65105227105353)	('>500', 0.6521220553967915)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_C19	(1.0, 63.91844905700137)	(2.0, 8.660836582025077)	(3.0, 4.61489832472869)	(4.0, 3.2030344536929727)	(5.0, 2.397007691497208)	(6.0, 1.6120535243915288)	(7.0, 1.6594668633442209)	(8.0, 1.1379201348646086)	(9.0, 1.2327468127699925)	('>10', 9.524812980718576)	('>50', 2.0387735749657567)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_C2	(1.0, 48.886527608720534)	(2.0, 7.524568710361892)	(3.0, 3.281881828283175)	(4.0, 2.1374774079800334)	(5.0, 1.6318690286569637)	(6.0, 1.2633526940609385)	(7.0, 1.0539623579131103)	(8.0, 0.9745790813420807)	(9.0, 0.7788933839701785)	('>10', 12.144026091335487)	('>50', 5.340968659771526)	('>100', 10.37368334923122)	('>500', 2.9277595963352114)	('>1k', 1.680450202037654)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_C20	(1.0, 46.13866506945518)	(2.0, 6.0803171645016105)	(3.0, 3.3430067156807004)	(4.0, 2.4153661035422824)	(5.0, 1.911748871782605)	(6.0, 1.6380595524986992)	(7.0, 1.3945712731586988)	(8.0, 1.308262529723632)	(9.0, 1.1641559618508401)	('>10', 17.490730274701193)	('>50', 6.080707959060864)	('>100', 8.586594381723259)	('>500', 2.4478141423204476)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_C21	(1.0, 77.83505154639175)	(2.0, 11.192930780559648)	(3.0, 5.522827687776141)	(4.0, 0.8836524300441826)	(5.0, 2.5773195876288657)	(6.0, 0.8836524300441826)	(7.0, 0.5154639175257731)	(8.0, 0.5891016200294551)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_C22	(1.0, 80.81797235023042)	(2.0, 7.18125960061444)	(3.0, 2.7649769585253456)	(4.0, 2.5345622119815667)	(5.0, 1.7281105990783412)	(6.0, 0.9216589861751152)	(7.0, 0.4032258064516129)	(8.0, 0.7680491551459293)	(9.0, 0.3456221198156682)	('>10', 2.5345622119815667)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_C23	(1.0, 77.23992254884703)	(2.0, 8.906882591093117)	(3.0, 4.383031156486534)	(4.0, 2.6755852842809364)	(5.0, 1.2321774335504312)	(6.0, 0.8449216687202956)	(7.0, 0.49287097342017255)	(8.0, 0.7041013906002465)	(9.0, 0.9505368773103327)	('>10', 2.5699700756908994)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_C24	(1.0, 47.337370500617794)	(2.0, 6.935599940257166)	(3.0, 3.796385558527611)	(4.0, 2.9952884628440306)	(5.0, 2.298062431261796)	(6.0, 2.0977881573409007)	(7.0, 1.6870561718421158)	(8.0, 1.4609838558568344)	(9.0, 1.331993645534902)	('>10', 19.29218319325449)	('>50', 4.416217463916686)	('>100', 6.351070618745672)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_C3	(1.0, 22.750606048650475)	(2.0, 5.398983854776277)	(3.0, 3.299622562106288)	(4.0, 2.521513083198534)	(5.0, 2.163363537132261)	(6.0, 1.7412117466037165)	(7.0, 1.4176935519930562)	(8.0, 1.3151146122384565)	(9.0, 1.2743460592590645)	('>10', 21.492918107813097)	('>50', 9.513100733395582)	('>100', 21.782243322505558)	('>500', 4.350837508822227)	('>1k', 0.9784452715054117)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_C4	(1.0, 42.72931501494143)	(2.0, 6.400432005326495)	(3.0, 2.9833735746241192)	(4.0, 1.9547604273658667)	(5.0, 1.4885679473952247)	(6.0, 1.2786292189128146)	(7.0, 1.048729273447056)	(8.0, 0.9049473939584387)	(9.0, 0.8226948404049796)	('>10', 13.191643267942247)	('>50', 6.613614354574729)	('>100', 12.681359044072533)	('>500', 4.098904304135392)	('>1k', 3.8030293328986824)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_C5	(1.0, 40.43433691340784)	(2.0, 6.402751470229393)	(3.0, 3.3370452873416103)	(4.0, 2.3404004281570736)	(5.0, 1.9290510228659665)	(6.0, 1.6172836625598912)	(7.0, 1.3584208123058519)	(8.0, 1.2092931452349793)	(9.0, 1.1611147650778246)	('>10', 18.896873763757092)	('>50', 7.6680920836406)	('>100', 11.706843830870477)	('>500', 1.938492814551392)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_C6	(1.0, 49.32527594903541)	(2.0, 7.697094756149488)	(3.0, 4.583865579247322)	(4.0, 3.1312436539910253)	(5.0, 2.784055550096623)	(6.0, 1.994693917657463)	(7.0, 1.891520094330353)	(8.0, 1.7948969899446463)	(9.0, 1.267564115161639)	('>10', 16.42920310504078)	('>50', 5.507516949985261)	('>100', 3.593069339359995)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_C7	(1.0, 39.0373268532788)	(2.0, 6.636205126179161)	(3.0, 3.762386171361049)	(4.0, 2.6140356535400984)	(5.0, 2.3804389860765403)	(6.0, 1.8959248561671558)	(7.0, 1.5827461577039885)	(8.0, 1.2658224224878987)	(9.0, 1.3187210666229328)	('>10', 20.85376902905637)	('>50', 8.958596042585398)	('>100', 9.694027634940609)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_C8	(1.0, 42.88330104183766)	(2.0, 6.444440193373286)	(3.0, 3.1316095363435883)	(4.0, 2.1303314245115295)	(5.0, 1.6485663807091326)	(6.0, 1.3536410922241988)	(7.0, 1.176081547416738)	(8.0, 1.0468597864636033)	(9.0, 0.9373161343755725)	('>10', 16.630922214671067)	('>50', 6.859899282018322)	('>100', 11.747588504027663)	('>500', 2.666371765247163)	('>1k', 1.3430710967804544)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_C9	(1.0, 66.13335435056746)	(2.0, 9.773013871374527)	(3.0, 5.083543505674653)	(4.0, 3.720050441361917)	(5.0, 2.5614754098360657)	(6.0, 1.4659520807061792)	(7.0, 1.599936948297604)	(8.0, 1.3240857503152585)	(9.0, 1.2058638083228248)	('>10', 7.132723833543506)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_D1	(1.0, 39.521628252209894)	(2.0, 6.463754500877676)	(3.0, 2.8981872453742668)	(4.0, 2.0248258962329664)	(5.0, 1.4803384244060946)	(6.0, 1.2071863659481967)	(7.0, 1.0392655029945757)	(8.0, 0.9039093235712352)	(9.0, 0.7949715874099906)	('>10', 13.7624274637842)	('>50', 6.857876714491798)	('>100', 15.47397691536567)	('>500', 4.888693246997263)	('>1k', 2.68295856033619)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_D10	(1.0, 55.42769564714821)	(2.0, 7.238030347014375)	(3.0, 3.2054708043310898)	(4.0, 1.9689175067101887)	(5.0, 1.45054152131045)	(6.0, 1.241619823909687)	(7.0, 0.9543201431618433)	(8.0, 0.7862862371469687)	(9.0, 0.8060491022960834)	('>10', 11.356973062144462)	('>50', 4.592474828364615)	('>100', 9.426279271411353)	('>500', 1.545341705050693)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_D11	(1.0, 40.19489921459174)	(2.0, 6.563184498417071)	(3.0, 3.515224948241709)	(4.0, 2.565032298805759)	(5.0, 2.2192427113439384)	(6.0, 1.6895559631813395)	(7.0, 1.461675939724755)	(8.0, 1.3204075524490464)	(9.0, 1.2714154854813764)	('>10', 18.784414647448756)	('>50', 6.3784817285092625)	('>100', 12.96624995668624)	('>500', 1.070215055119004)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_D12	(1.0, 43.19607379332811)	(2.0, 6.257983072291842)	(3.0, 2.965283419055643)	(4.0, 2.09852582738421)	(5.0, 1.5624063604650513)	(6.0, 1.28315719929721)	(7.0, 1.0834057878513224)	(8.0, 0.9172425829320553)	(9.0, 0.8464286819359474)	('>10', 14.45796878361656)	('>50', 6.825260988804609)	('>100', 12.316002548244787)	('>500', 3.5817839501102955)	('>1k', 2.608477004682393)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_D13	(1.0, 29.665917602996256)	(2.0, 6.832958801498128)	(3.0, 4.348314606741574)	(4.0, 3.134082397003745)	(5.0, 2.5355805243445695)	(6.0, 2.30561797752809)	(7.0, 2.0501872659176033)	(8.0, 1.6719101123595506)	(9.0, 1.503370786516854)	('>10', 23.459925093632958)	('>50', 8.319101123595505)	('>100', 13.76554307116105)	('>500', 0.40749063670411984)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_D14	(1.0, 40.32927789298037)	(2.0, 5.877216963327413)	(3.0, 2.7924360254681218)	(4.0, 1.8693261590093362)	(5.0, 1.4914062256621192)	(6.0, 1.2316349265381379)	(7.0, 1.0177458792902936)	(8.0, 0.8946343652996238)	(9.0, 0.8078296915597802)	('>10', 13.733848640082838)	('>50', 6.787409689774355)	('>100', 13.46160856267162)	('>500', 4.1279695407340995)	('>1k', 5.170383781999879)	('>5k', 0.4072716556020128)	('>10k+', 0.0)
HP1507101_D15	(1.0, 46.592935146949785)	(2.0, 6.10481795030247)	(3.0, 3.0899869224447936)	(4.0, 2.159348809554812)	(5.0, 1.73703181928083)	(6.0, 1.4970831867437961)	(7.0, 1.2124174725758712)	(8.0, 1.0554591282632084)	(9.0, 1.0009536216712582)	('>10', 16.43371448530572)	('>50', 6.39589986602524)	('>100', 10.31909147294449)	('>500', 2.181965973809889)	('>1k', 0.21929414412785053)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_D16	(1.0, 43.87423346592466)	(2.0, 6.176289065653921)	(3.0, 3.1760226212242566)	(4.0, 2.3391061946767073)	(5.0, 1.8892979756815986)	(6.0, 1.5183236682292471)	(7.0, 1.2885719310383914)	(8.0, 1.1661114489515445)	(9.0, 0.9825098287004385)	('>10', 17.3982269140201)	('>50', 6.184030701579701)	('>100', 11.14259523783468)	('>500', 2.864680946484741)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_D17	(1.0, 43.3514491988883)	(2.0, 6.181032568904045)	(3.0, 2.890232246789524)	(4.0, 1.9529859164723198)	(5.0, 1.4970744263227664)	(6.0, 1.2915881454045581)	(7.0, 1.0766681323909322)	(8.0, 0.9690415657519543)	(9.0, 0.8679790921661773)	('>10', 14.374087159733728)	('>50', 6.653821217943811)	('>100', 12.650561981630748)	('>500', 3.9649134149879957)	('>1k', 2.2785649326131003)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_D18	(1.0, 38.71735462533434)	(2.0, 6.577238627614346)	(3.0, 3.10594066867708)	(4.0, 2.1970094904286137)	(5.0, 1.6227210453130647)	(6.0, 1.3048062708119943)	(7.0, 1.1057083534455647)	(8.0, 0.9851746518154278)	(9.0, 0.8736526886850248)	('>10', 13.244158789675472)	('>50', 6.483673400049583)	('>100', 15.180843147106316)	('>500', 4.9263652018940265)	('>1k', 3.675353039149153)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_D19	(1.0, 46.592323234809555)	(2.0, 6.225947063038062)	(3.0, 3.2274097582930117)	(4.0, 2.2679213278330588)	(5.0, 1.8684434374032266)	(6.0, 1.44522778997572)	(7.0, 1.2879920735856734)	(8.0, 1.096157366986651)	(9.0, 0.943561532535337)	('>10', 16.58320358542176)	('>50', 6.662035361762351)	('>100', 9.218529547500863)	('>500', 2.5812479208547385)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_D2	(1.0, 54.827884726965934)	(2.0, 6.896323264731405)	(3.0, 3.152668829161858)	(4.0, 2.1795292062403697)	(5.0, 1.5673685447335068)	(6.0, 1.3567246156847828)	(7.0, 1.1588878741296507)	(8.0, 1.0177235183237356)	(9.0, 0.8630087856643275)	('>10', 13.457692727820469)	('>50', 5.177684128954862)	('>100', 7.552798865430528)	('>500', 0.7917049121585554)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_D20	(1.0, 35.397144110455784)	(2.0, 5.805715126114171)	(3.0, 2.945170288434353)	(4.0, 2.001639323976172)	(5.0, 1.5422357745847108)	(6.0, 1.2508347672052498)	(7.0, 1.0630382937784792)	(8.0, 0.9667848111041079)	(9.0, 0.8895130346916522)	('>10', 15.106222062254881)	('>50', 7.117528140625212)	('>100', 14.207484131350473)	('>500', 5.147809328740204)	('>1k', 6.558880806684557)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_D21	(1.0, 42.20280196233916)	(2.0, 6.142044131453208)	(3.0, 3.045793302291083)	(4.0, 2.204060618490033)	(5.0, 1.7690878394448144)	(6.0, 1.48204874529204)	(7.0, 1.2741196661787404)	(8.0, 1.1739559067217333)	(9.0, 1.0970086473473777)	('>10', 17.466251190317454)	('>50', 6.779482038899245)	('>100', 11.818744770989609)	('>500', 2.795747902727331)	('>1k', 0.7488532775081842)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_D22	(1.0, 37.96449622341419)	(2.0, 6.04381783025636)	(3.0, 3.225788625301703)	(4.0, 2.337567306124654)	(5.0, 1.7703635115503342)	(6.0, 1.5851255268098094)	(7.0, 1.404832170880514)	(8.0, 1.1920173768888023)	(9.0, 1.0499314570421552)	('>10', 17.845152881605518)	('>50', 8.075969138403186)	('>100', 14.837240811508856)	('>500', 2.2279463659947365)	('>1k', 0.43975077421920084)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_D23	(1.0, 37.66022889334736)	(2.0, 6.144215108283787)	(3.0, 3.348655498681268)	(4.0, 2.4654736761927705)	(5.0, 1.8950982583645293)	(6.0, 1.5909729375344726)	(7.0, 1.4123319317420981)	(8.0, 1.2700377242008971)	(9.0, 1.1827816619191092)	('>10', 18.600372182029865)	('>50', 8.85934956748155)	('>100', 12.96015129701745)	('>500', 2.61033126320486)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_D24	(1.0, 40.334511900204994)	(2.0, 5.982468845010647)	(3.0, 3.0682033443227166)	(4.0, 2.1401003326408072)	(5.0, 1.8461678142186153)	(6.0, 1.423051805474347)	(7.0, 1.2726398883225136)	(8.0, 1.079945563657301)	(9.0, 0.9665193072936176)	('>10', 17.450623212135067)	('>50', 7.051270036235974)	('>100', 12.274156582171075)	('>500', 2.7875786712367496)	('>1k', 2.3227626970755733)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_D3	(1.0, 35.64264328493904)	(2.0, 5.734237795646601)	(3.0, 2.847548217581101)	(4.0, 1.9762146775296658)	(5.0, 1.54458809896663)	(6.0, 1.290155225664612)	(7.0, 1.147382066399648)	(8.0, 0.9963200839055627)	(9.0, 0.9037750588871534)	('>10', 15.723583419807916)	('>50', 7.128553844470155)	('>100', 17.152015332383094)	('>500', 4.762577683585022)	('>1k', 3.150405210233799)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_D4	(1.0, 19.980881251423394)	(2.0, 4.398694252729552)	(3.0, 2.5540795089298096)	(4.0, 1.8059689281716478)	(5.0, 1.530958918803509)	(6.0, 1.3131694699210963)	(7.0, 1.0997256832485698)	(8.0, 1.0875065089902523)	(9.0, 0.9386944224871719)	('>10', 17.118190337741428)	('>50', 9.148452127294203)	('>100', 23.249815620473182)	('>500', 7.804779357959939)	('>1k', 7.9690836118262425)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_D5	(1.0, 45.774459754228246)	(2.0, 6.315830230889476)	(3.0, 3.119093757956962)	(4.0, 2.127422529452394)	(5.0, 1.636739461433578)	(6.0, 1.379040794012968)	(7.0, 1.2069475352130605)	(8.0, 1.0878600968387486)	(9.0, 1.0326805221215976)	('>10', 16.625128701569484)	('>50', 5.895898838165259)	('>100', 10.750920390146643)	('>500', 2.4811898213020167)	('>1k', 0.5667875666695725)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_D6	(1.0, 35.47911088836758)	(2.0, 5.9191645816532485)	(3.0, 3.0081964407453348)	(4.0, 2.1633048360130367)	(5.0, 1.691776775156348)	(6.0, 1.4279786795764822)	(7.0, 1.2840546931048114)	(8.0, 1.1228400961929175)	(9.0, 0.9671845812754737)	('>10', 16.313345597199238)	('>50', 6.727585467379605)	('>100', 17.43981582134698)	('>500', 3.9190242985305512)	('>1k', 2.5366172434584313)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_D7	(1.0, 38.195192797289444)	(2.0, 5.904037395746693)	(3.0, 3.16527350306861)	(4.0, 2.336192959299036)	(5.0, 1.8566288807938942)	(6.0, 1.5449693922829466)	(7.0, 1.362736670410274)	(8.0, 1.1092946253284468)	(9.0, 1.151354200155908)	('>10', 17.49106238506906)	('>50', 7.269614253207638)	('>100', 14.379155281595743)	('>500', 3.283985376122147)	('>1k', 0.950502279630144)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_D8	(1.0, 38.772408208440964)	(2.0, 5.908741220034089)	(3.0, 2.762418264679785)	(4.0, 1.928820500560131)	(5.0, 1.340749425889026)	(6.0, 1.2169476592942432)	(7.0, 1.0252397387888321)	(8.0, 0.8333504337333257)	(9.0, 0.7908564239670549)	('>10', 13.32643499309652)	('>50', 7.474402482641941)	('>100', 14.887235768971824)	('>500', 4.508308355408241)	('>1k', 5.2240865244940045)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_D9	(1.0, 53.81014190370807)	(2.0, 7.999020956997728)	(3.0, 3.659645325164057)	(4.0, 2.3355565539219367)	(5.0, 1.7157363747489849)	(6.0, 1.338552936850343)	(7.0, 1.0450802598904363)	(8.0, 0.8701292693180641)	(9.0, 0.7868245595460144)	('>10', 11.574296777255293)	('>50', 4.21433610810132)	('>100', 9.384276838117312)	('>500', 1.2664021363804001)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_E1	(1.0, 42.43614931237721)	(2.0, 11.422958181307887)	(3.0, 6.4833005893909625)	(4.0, 4.18186921133876)	(5.0, 3.4030311535223126)	(6.0, 2.5680606230704464)	(7.0, 2.161100196463654)	(8.0, 1.7401066516980073)	(9.0, 1.578725792871176)	('>10', 19.225371877631208)	('>50', 4.799326410328375)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_E10	(1.0, 36.837137192351406)	(2.0, 6.568830760100014)	(3.0, 3.1910200983750023)	(4.0, 2.182616933107144)	(5.0, 1.7041761850834047)	(6.0, 1.3922277078285397)	(7.0, 1.130516163458659)	(8.0, 1.0732299907548883)	(9.0, 0.9052387088665246)	('>10', 14.770865156530608)	('>50', 7.299461764484347)	('>100', 14.508933560291567)	('>500', 3.664547669143291)	('>1k', 3.507814103503325)	('>5k', 1.2633840061212904)	('>10k+', 0.0)
HP1507101_E11	(1.0, 70.66805845511482)	(2.0, 10.073068893528184)	(3.0, 5.6367432150313155)	(4.0, 3.288100208768267)	(5.0, 2.413883089770355)	(6.0, 1.4874739039665972)	(7.0, 1.278705636743215)	(8.0, 0.41753653444676403)	(9.0, 1.174321503131524)	('>10', 3.5621085594989563)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_E12	(1.0, 45.71243174456741)	(2.0, 6.801645623483964)	(3.0, 3.2899104028399657)	(4.0, 2.221846077725772)	(5.0, 1.7373818353714914)	(6.0, 1.3969806061571863)	(7.0, 1.1756010768428846)	(8.0, 1.0619288462550942)	(9.0, 0.9407208411389305)	('>10', 15.585903615392386)	('>50', 6.037538754899704)	('>100', 10.76112044102401)	('>500', 3.276990134301195)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_E13	(1.0, 59.06169016928617)	(2.0, 9.093662706559419)	(3.0, 4.997812405344463)	(4.0, 3.904015077575472)	(5.0, 2.4400094234846703)	(6.0, 2.2212499579308718)	(7.0, 1.719785952276781)	(8.0, 1.292363611887053)	(9.0, 1.2418806582977149)	('>10', 10.833641840271934)	('>50', 2.086628748359304)	('>100', 1.107259448726147)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_E14	(1.0, 43.88101314372538)	(2.0, 7.082269984805794)	(3.0, 4.146690466004809)	(4.0, 2.832317927687383)	(5.0, 2.4487748749797165)	(6.0, 2.1463659295755946)	(7.0, 1.6728377760403603)	(8.0, 1.575476847276107)	(9.0, 1.2811813126023397)	('>10', 20.888344716694448)	('>50', 6.924427266960715)	('>100', 5.120299753647347)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_E15	(1.0, 62.914895203997915)	(2.0, 10.651152383083463)	(3.0, 5.70597449093757)	(4.0, 4.176922503169986)	(5.0, 2.9462221227716863)	(6.0, 2.8194226896397403)	(7.0, 1.722980532557619)	(8.0, 1.1337361080032817)	(9.0, 1.2754531215036922)	('>10', 6.653240844335048)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1507101_E16	(1.0, 30.463915603184955)	(2.0, 6.3638882751811146)	(3.0, 3.548067892240513)	(4.0, 2.5216129868141004)	(5.0, 2.1736008878251054)	(6.0, 1.8369022002712283)	(7.0, 1.5382180326206787)	(8.0, 1.3487823143176394)	(9.0, 1.2104942399564207)	('>10', 21.88096207831085)	('>50', 10.217404902392726)	('>100', 15.745896905348623)	('>500', 1.1502536815360545)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
