Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
HP1508501T2D_O11 - polya	(1, 0.0005191466475066944)	(2, 0.0005191466475066944)	(3, 0.0006229759770080333)	(4, 0.000830634636010711)	(5, 0.0015574399425200831)	(6, 0.0018689279310240999)	(7, 0.0031148798850401662)	(8, 0.0036340265325468606)	(9, 0.00467231982756025)	(10, 0.01204420222215531)	(11, 0.018896937969243677)	(12, 0.031667945497908356)	(13, 0.04495809967407974)	(14, 0.06136313373529128)	(15, 0.09313490856270097)	(16, 0.11587353172349418)	(17, 0.13601642164675393)	(18, 0.16249290066959535)	(19, 0.18969618499894614)	(20, 0.2138884187727581)	(21, 0.23413513802551916)	(22, 0.2567699318568111)	(23, 0.2724481606115132)	(24, 0.28874936534322343)	(25, 0.3106573538680059)	(26, 0.35509630689457894)	(27, 0.3743047328523267)	(28, 0.3961088920476078)	(29, 0.4102296808597899)	(30, 0.430476400112551)	(31, 0.4539418285798536)	(32, 0.4685817640395424)
HP1508501T2D_O12 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.00021864901148781906)	(5, 0.00021864901148781906)	(6, 0.00021864901148781906)	(7, 0.00021864901148781906)	(8, 0.00021864901148781906)	(9, 0.00021864901148781906)	(10, 0.00021864901148781906)	(11, 0.00021864901148781906)	(12, 0.00021864901148781906)	(13, 0.00021864901148781906)	(14, 0.00021864901148781906)	(15, 0.00021864901148781906)	(16, 0.00043729802297563813)	(17, 0.0006559470344634572)	(18, 0.0006559470344634572)	(19, 0.0006559470344634572)	(20, 0.0008745960459512763)	(21, 0.0010932450574390952)	(22, 0.0010932450574390952)	(23, 0.0026237881378538288)	(24, 0.004372980229756381)	(25, 0.0056848742986832955)	(26, 0.008745960459512762)	(27, 0.028424371493416478)	(28, 0.10342098243373841)	(29, 0.19416032220118332)	(30, 0.31747836468031326)	(31, 0.6841527569453858)	(32, 1.2683829156408384)
HP1508501T2D_O12 - polya	(1, 0.0006559470344634572)	(2, 0.0006559470344634572)	(3, 0.0006559470344634572)	(4, 0.0006559470344634572)	(5, 0.0006559470344634572)	(6, 0.0010932450574390952)	(7, 0.0015305430804147333)	(8, 0.0019678411033903715)	(9, 0.00240513912636601)	(10, 0.00481027825273202)	(11, 0.007652715402073667)	(12, 0.010495152551415315)	(13, 0.01618002685009861)	(14, 0.02339544422919664)	(15, 0.03738898096441706)	(16, 0.04788413351583237)	(17, 0.05575549792939386)	(18, 0.06515740542337008)	(19, 0.07477796192883412)	(20, 0.08264932634239561)	(21, 0.08877149866405454)	(22, 0.09664286307761602)	(23, 0.10473287650266533)	(24, 0.1134788369621781)	(25, 0.12069425434127612)	(26, 0.13381319503054526)	(27, 0.14234050647857022)	(28, 0.15174241397254642)	(29, 0.15917648036313228)	(30, 0.16704784477669377)	(31, 0.17404461314430397)	(32, 0.18104138151191418)
HP1508501T2D_O13 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.00012310116453701652)	(4, 0.00012310116453701652)	(5, 0.00012310116453701652)	(6, 0.00012310116453701652)	(7, 0.00012310116453701652)	(8, 0.00012310116453701652)	(9, 0.00024620232907403305)	(10, 0.00024620232907403305)	(11, 0.0008617081517591157)	(12, 0.0013541128099071817)	(13, 0.0014772139744441983)	(14, 0.0022158209616662972)	(15, 0.003569933771573479)	(16, 0.006893665214072925)	(17, 0.010340497821109388)	(18, 0.01095600364379447)	(19, 0.012187015289164636)	(20, 0.01304872344092375)	(21, 0.015264544402590048)	(22, 0.020680995642218775)	(23, 0.025974345717310485)	(24, 0.035822438880271805)	(25, 0.04074648546175247)	(26, 0.046901543688603296)	(27, 0.0707831696087845)	(28, 0.15227614053228944)	(29, 0.29470418790161756)	(30, 0.4783711253908462)	(31, 0.9438166285053057)	(32, 1.7040894206859196)
HP1508501T2D_O13 - polya	(1, 0.0022158209616662972)	(2, 0.003323731442499446)	(3, 0.004800945416943645)	(4, 0.006893665214072925)	(5, 0.011325307137405519)	(6, 0.01624935371888618)	(7, 0.018588275845089496)	(8, 0.023143018932959107)	(9, 0.027820863185365734)	(10, 0.04751704951128838)	(11, 0.06942905679887731)	(12, 0.09601890833887289)	(13, 0.12925622276386733)	(14, 0.16421695349238002)	(15, 0.21751975773690818)	(16, 0.27131496663958443)	(17, 0.31107664278504077)	(18, 0.380136396090307)	(19, 0.4211290838811335)	(20, 0.4650761996208484)	(21, 0.5080385060442671)	(22, 0.5464460693798163)	(23, 0.5865770490188837)	(24, 0.6285545461260064)	(25, 0.671024447891277)	(26, 0.7238348474776571)	(27, 0.7586724770416328)	(28, 0.7986803555161632)	(29, 0.8333948839156018)	(30, 0.8758647856808726)	(31, 0.9137799443582736)	(32, 0.9433242238471576)
HP1508501T2D_O14 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 0.0007939973798086466)	(17, 0.00238199213942594)	(18, 0.00238199213942594)	(19, 0.00238199213942594)	(20, 0.00238199213942594)	(21, 0.00238199213942594)	(22, 0.0031759895192345865)	(23, 0.0031759895192345865)	(24, 0.00476398427885188)	(25, 0.005557981658660526)	(26, 0.0119099606971297)	(27, 0.03255389257215451)	(28, 0.10004366985588947)	(29, 0.18500138949541467)	(30, 0.2961610226686252)	(31, 0.5827940767795466)	(32, 1.080630433919568)
HP1508501T2D_O14 - polya	(1, 0.005557981658660526)	(2, 0.006351979038469173)	(3, 0.007939973798086466)	(4, 0.010321965937512407)	(5, 0.013497955456746993)	(6, 0.01826193973559887)	(7, 0.021437929254833458)	(8, 0.0238199213942594)	(9, 0.028583905673111278)	(10, 0.03731787685100639)	(11, 0.0476398427885188)	(12, 0.06748977728373497)	(13, 0.0952796855770376)	(14, 0.12148159911072294)	(15, 0.16197546548096392)	(16, 0.1992933423319703)	(17, 0.22867124538489023)	(18, 0.2564611536781929)	(19, 0.289809043630156)	(20, 0.3120409702647981)	(21, 0.3430068680773353)	(22, 0.36841478423121204)	(23, 0.3890587161062368)	(24, 0.41367263488030487)	(25, 0.449402516971694)	(26, 0.476398427885188)	(27, 0.4938663702409782)	(28, 0.5200682837746635)	(29, 0.5423002104093056)	(30, 0.5685021239429909)	(31, 0.5875580610583985)	(32, 0.6058200007939973)
HP1508501T2D_O15 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 0.010241704219582138)	(20, 0.010241704219582138)	(21, 0.020483408439164276)	(22, 0.030725112658746414)	(23, 0.04096681687832855)	(24, 0.04096681687832855)	(25, 0.04096681687832855)	(26, 0.04096681687832855)	(27, 0.07169192953707497)	(28, 0.14338385907414994)	(29, 0.297009422367882)	(30, 0.6247439573945105)	(31, 1.1265874641540352)	(32, 1.7922982384268742)
HP1508501T2D_O15 - polya	(1, 0.010241704219582138)	(2, 0.010241704219582138)	(3, 0.010241704219582138)	(4, 0.020483408439164276)	(5, 0.07169192953707497)	(6, 0.09217533797623925)	(7, 0.11265874641540352)	(8, 0.1638672675133142)	(9, 0.22531749283080704)	(10, 0.3277345350266284)	(11, 0.5837771405161819)	(12, 0.8705448586644817)	(13, 1.2187628021302745)	(14, 1.62843097091356)	(15, 2.0995493650143384)	(16, 2.6730848013109383)	(17, 3.1339614911921343)	(18, 3.482179434657927)	(19, 3.891847603441213)	(20, 4.065956575174109)	(21, 4.383449405981155)	(22, 4.619008603031545)	(23, 4.926259729619009)	(24, 5.182302335108562)	(25, 5.448586644817698)	(26, 5.74559606718558)	(27, 6.155264235968866)	(28, 6.585415813191315)	(29, 6.861941827120033)	(30, 7.169192953707497)	(31, 7.394510446538304)	(32, 7.5993445309299466)
HP1508501T2D_O16 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 0.012679092177000128)	(18, 0.012679092177000128)	(19, 0.025358184354000255)	(20, 0.025358184354000255)	(21, 0.025358184354000255)	(22, 0.025358184354000255)	(23, 0.025358184354000255)	(24, 0.03803727653100038)	(25, 0.03803727653100038)	(26, 0.06339546088500063)	(27, 0.17750729047800176)	(28, 0.26626093571700266)	(29, 0.41841004184100417)	(30, 0.6593127932040066)	(31, 1.0396855585140103)	(32, 1.6736401673640167)
HP1508501T2D_O16 - polya	(1, 0.0)	(2, 0.012679092177000128)	(3, 0.012679092177000128)	(4, 0.012679092177000128)	(5, 0.012679092177000128)	(6, 0.025358184354000255)	(7, 0.025358184354000255)	(8, 0.05071636870800051)	(9, 0.07607455306200075)	(10, 0.08875364523900088)	(11, 0.10143273741600102)	(12, 0.1521491061240015)	(13, 0.16482819830100165)	(14, 0.21554456700900215)	(15, 0.31697730442500316)	(16, 0.507163687080005)	(17, 0.608596424496006)	(18, 0.7227082540890072)	(19, 0.8114618993280082)	(20, 0.9255737289210093)	(21, 0.9762900976290098)	(22, 1.0270064663370102)	(23, 1.0650437428680106)	(24, 1.1664764802840117)	(25, 1.2425510333460124)	(26, 1.3186255864080132)	(27, 1.4073792316470142)	(28, 1.508811969063015)	(29, 1.5468492455940155)	(30, 1.698998351718017)	(31, 1.800431089134018)	(32, 1.8638265500190185)
HP1508501T2D_O17 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 0.0014293984376675076)	(16, 0.003573496094168769)	(17, 0.007146992188337538)	(18, 0.0092910898448388)	(19, 0.012149886720173815)	(20, 0.01286458593900757)	(21, 0.013579285157841323)	(22, 0.017152781252010092)	(23, 0.020011578127345105)	(24, 0.02572917187801514)	(25, 0.029302667972183907)	(26, 0.03502026172285394)	(27, 0.06360823047620409)	(28, 0.12721646095240818)	(29, 0.21155096877479113)	(30, 0.40737855473523965)	(31, 0.8404862813484945)	(32, 1.5115888478333894)
HP1508501T2D_O17 - polya	(1, 0.0014293984376675076)	(2, 0.003573496094168769)	(3, 0.007861691407171292)	(4, 0.01500868359550883)	(5, 0.02644387109684889)	(6, 0.03502026172285394)	(7, 0.04359665234885898)	(8, 0.058605335944367815)	(9, 0.07718751563404541)	(10, 0.13650755079724697)	(11, 0.22941844924563498)	(12, 0.3359086328518643)	(13, 0.4445429141145949)	(14, 0.6260765156983683)	(15, 0.9069533087000335)	(16, 1.1463775470093411)	(17, 1.3171906603106083)	(18, 1.4901478712683767)	(19, 1.6881195548853265)	(20, 1.8046155275552285)	(21, 1.9311172892888029)	(22, 2.0683395393048833)	(23, 2.2248586682294755)	(24, 2.3963864807495767)	(25, 2.5443292190481634)	(26, 2.7022777464104233)	(27, 2.864514469085685)	(28, 3.0346128831681187)	(29, 3.1632587425581944)	(30, 3.306913285543779)	(31, 3.417691664463011)	(32, 3.532758238695245)
HP1508501T2D_O18 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 0.0)	(18, 0.005229851995188536)	(19, 0.005229851995188536)	(20, 0.005229851995188536)	(21, 0.005229851995188536)	(22, 0.010459703990377073)	(23, 0.020919407980754146)	(24, 0.03137911197113122)	(25, 0.036608963966319755)	(26, 0.04706866795669683)	(27, 0.09413733591339365)	(28, 0.19350452382197583)	(29, 0.3504000836776319)	(30, 0.6380419434130015)	(31, 1.229015218869306)	(32, 2.118090058051357)
HP1508501T2D_O18 - polya	(1, 0.010459703990377073)	(2, 0.01568955598556561)	(3, 0.01568955598556561)	(4, 0.026149259975942682)	(5, 0.04706866795669683)	(6, 0.06798807593745097)	(7, 0.07844777992782805)	(8, 0.1150567438941478)	(9, 0.14643585586527902)	(10, 0.21965378379791853)	(11, 0.33471052769206633)	(12, 0.5125254955284766)	(13, 0.653731499398567)	(14, 0.868155431201297)	(15, 1.1453375869462894)	(16, 1.4434391506720359)	(17, 1.5951048585325036)	(18, 1.7886093823544793)	(19, 1.950734794205324)	(20, 2.086710946080226)	(21, 2.212227393964751)	(22, 2.390042361801161)	(23, 2.526018513676063)	(24, 2.7142931855028505)	(25, 2.92871711730558)	(26, 3.0699231211756706)	(27, 3.2372783850217037)	(28, 3.4307829088436796)	(29, 3.5458396527378273)	(30, 3.707965064588672)	(31, 3.8387113644683857)	(32, 3.9851472203336646)
HP1508501T2D_O19 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 0.0)	(20, 0.0)	(21, 0.0)	(22, 0.0)	(23, 0.0)	(24, 0.0)	(25, 0.0)	(26, 0.0)	(27, 0.03143665513989312)	(28, 0.06287331027978624)	(29, 0.09430996541967934)	(30, 0.22005658597925182)	(31, 0.5344231373781829)	(32, 0.8802263439170073)
HP1508501T2D_O19 - polya	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.03143665513989312)	(7, 0.03143665513989312)	(8, 0.03143665513989312)	(9, 0.06287331027978624)	(10, 0.06287331027978624)	(11, 0.06287331027978624)	(12, 0.09430996541967934)	(13, 0.15718327569946558)	(14, 0.15718327569946558)	(15, 0.22005658597925182)	(16, 0.25149324111914495)	(17, 0.282929896259038)	(18, 0.31436655139893116)	(19, 0.37723986167871737)	(20, 0.4086765168186105)	(21, 0.4086765168186105)	(22, 0.4086765168186105)	(23, 0.4086765168186105)	(24, 0.4086765168186105)	(25, 0.4715498270983967)	(26, 0.4715498270983967)	(27, 0.4715498270983967)	(28, 0.4715498270983967)	(29, 0.4715498270983967)	(30, 0.5029864822382899)	(31, 0.5029864822382899)	(32, 0.5029864822382899)
HP1508501T2D_O2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 0.0)	(20, 0.0)	(21, 0.0)	(22, 0.0)	(23, 0.0)	(24, 0.0)	(25, 0.0)	(26, 0.17301038062283736)	(27, 0.17301038062283736)	(28, 0.17301038062283736)	(29, 0.17301038062283736)	(30, 0.5190311418685121)	(31, 0.5190311418685121)	(32, 1.2110726643598615)
HP1508501T2D_O2 - polya	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 0.0)	(20, 0.17301038062283736)	(21, 0.17301038062283736)	(22, 0.17301038062283736)	(23, 0.17301038062283736)	(24, 0.17301038062283736)	(25, 0.3460207612456747)	(26, 0.3460207612456747)	(27, 0.5190311418685121)	(28, 0.5190311418685121)	(29, 0.5190311418685121)	(30, 0.6920415224913494)	(31, 0.6920415224913494)	(32, 0.6920415224913494)
HP1508501T2D_O20 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.010856584518510477)	(11, 0.010856584518510477)	(12, 0.010856584518510477)	(13, 0.010856584518510477)	(14, 0.010856584518510477)	(15, 0.010856584518510477)	(16, 0.010856584518510477)	(17, 0.010856584518510477)	(18, 0.010856584518510477)	(19, 0.021713169037020953)	(20, 0.021713169037020953)	(21, 0.021713169037020953)	(22, 0.03256975355553143)	(23, 0.03256975355553143)	(24, 0.043426338074041906)	(25, 0.043426338074041906)	(26, 0.054282922592552386)	(27, 0.06513950711106287)	(28, 0.15199218325914668)	(29, 0.30398436651829336)	(30, 0.5211160568885029)	(31, 0.8576701769623276)	(32, 1.617631093258061)
HP1508501T2D_O20 - polya	(1, 0.010856584518510477)	(2, 0.010856584518510477)	(3, 0.010856584518510477)	(4, 0.021713169037020953)	(5, 0.021713169037020953)	(6, 0.03256975355553143)	(7, 0.043426338074041906)	(8, 0.054282922592552386)	(9, 0.06513950711106287)	(10, 0.08685267614808381)	(11, 0.13027901422212573)	(12, 0.17370535229616763)	(13, 0.26055802844425147)	(14, 0.3691238736293562)	(15, 0.4125502117033981)	(16, 0.48854630333297144)	(17, 0.5753989794810552)	(18, 0.6731082401476496)	(19, 0.7708175008142438)	(20, 0.8251004234067962)	(21, 0.8685267614808382)	(22, 0.9445228531104115)	(23, 1.0530886982955163)	(24, 1.1290847899250895)	(25, 1.2159374660731734)	(26, 1.2919335577027466)	(27, 1.3353598957767887)	(28, 1.3787862338508305)	(29, 1.4330691564433828)	(30, 1.476495494517425)	(31, 1.5199218325914667)	(32, 1.6284876777765716)
HP1508501T2D_O21 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 0.0)	(20, 0.0)	(21, 0.0)	(22, 0.0)	(23, 0.0)	(24, 0.0)	(25, 0.0)	(26, 0.0)	(27, 0.02774694783573807)	(28, 0.11098779134295228)	(29, 0.27746947835738067)	(30, 0.4439511653718091)	(31, 0.9711431742508324)	(32, 1.664816870144284)
HP1508501T2D_O21 - polya	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.08324084350721421)	(12, 0.11098779134295228)	(13, 0.11098779134295228)	(14, 0.16648168701442842)	(15, 0.19422863485016648)	(16, 0.24972253052164262)	(17, 0.27746947835738067)	(18, 0.27746947835738067)	(19, 0.33296337402885684)	(20, 0.3607103218645949)	(21, 0.416204217536071)	(22, 0.49944506104328523)	(23, 0.5271920088790233)	(24, 0.5549389567147613)	(25, 0.6936736958934517)	(26, 0.7491675915649278)	(27, 0.832408435072142)	(28, 0.8879023307436182)	(29, 1.0543840177580466)	(30, 1.1098779134295227)	(31, 1.1376248612652609)	(32, 1.193118756936737)
HP1508501T2D_O22 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 0.001985348130794735)	(18, 0.001985348130794735)	(19, 0.001985348130794735)	(20, 0.005956044392384205)	(21, 0.01588278504635788)	(22, 0.025809525700331553)	(23, 0.03772161448509996)	(24, 0.06551648831622625)	(25, 0.07544322897019992)	(26, 0.08735531775496834)	(27, 0.12309158410927357)	(28, 0.20052016121026822)	(29, 0.4069963668129206)	(30, 0.7623736822251782)	(31, 1.5168059719271774)	(32, 2.6325716214338186)
HP1508501T2D_O22 - polya	(1, 0.00794139252317894)	(2, 0.00794139252317894)	(3, 0.009926740653973674)	(4, 0.013897436915563144)	(5, 0.02382417756953682)	(6, 0.03176557009271576)	(7, 0.04169231074668943)	(8, 0.05360439953145784)	(9, 0.07147253270861045)	(10, 0.13301832476324724)	(11, 0.2223589906490103)	(12, 0.3454505747582839)	(13, 0.44670332942881535)	(14, 0.6055311798923941)	(15, 0.9033333995116044)	(16, 1.145545871468562)	(17, 1.266652107447041)	(18, 1.4016557803410827)	(19, 1.5148206237963826)	(20, 1.6061466378129405)	(21, 1.6875459111755247)	(22, 1.7848279695844667)	(23, 1.8761539836010244)	(24, 1.9595386050944033)	(25, 2.0727034485497033)	(26, 2.1898389882665925)	(27, 2.3069745279834817)	(28, 2.4201393714387818)	(29, 2.487641207885803)	(30, 2.592864658817924)	(31, 2.6941174134884553)	(32, 2.763604598066271)
HP1508501T2D_O23 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 0.0)	(20, 0.0)	(21, 0.0)	(22, 0.00170870070398469)	(23, 0.00512610211195407)	(24, 0.01196090492789283)	(25, 0.02221310915180097)	(26, 0.039300116191647874)	(27, 0.06663932745540291)	(28, 0.1742874718064384)	(29, 0.3810402569885859)	(30, 0.6851889822978607)	(31, 1.3567083589638438)	(32, 2.3409199644590255)
HP1508501T2D_O23 - polya	(1, 0.00512610211195407)	(2, 0.00683480281593876)	(3, 0.00683480281593876)	(4, 0.00854350351992345)	(5, 0.02563051055977035)	(6, 0.0341740140796938)	(7, 0.039300116191647874)	(8, 0.04784361971157132)	(9, 0.05467842252751008)	(10, 0.08030893308728043)	(11, 0.13156995420682113)	(12, 0.21187888729410156)	(13, 0.314400929533183)	(14, 0.4323012781081266)	(15, 0.5519103273870549)	(16, 0.7005672886337229)	(17, 0.7945458273528808)	(18, 0.903902672407901)	(19, 0.9722507005672887)	(20, 1.0508509329505844)	(21, 1.1004032533661403)	(22, 1.1670425808215432)	(23, 1.2439341125008543)	(24, 1.3276604469961042)	(25, 1.4062606793794)	(26, 1.4865696124666803)	(27, 1.5532089399220832)	(28, 1.6335178730093636)	(29, 1.7052833025767207)	(30, 1.7650878272161847)	(31, 1.8112227462237716)	(32, 1.8556489645273735)
HP1508501T2D_O24 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 0.0)	(20, 0.0)	(21, 0.0)	(22, 0.0)	(23, 0.0)	(24, 0.0)	(25, 0.01365001365001365)	(26, 0.01365001365001365)	(27, 0.06825006825006825)	(28, 0.1365001365001365)	(29, 0.313950313950314)	(30, 0.47775047775047774)	(31, 0.8326508326508326)	(32, 1.5015015015015014)
HP1508501T2D_O24 - polya	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.01365001365001365)	(12, 0.01365001365001365)	(13, 0.04095004095004095)	(14, 0.0819000819000819)	(15, 0.15015015015015015)	(16, 0.23205023205023206)	(17, 0.28665028665028663)	(18, 0.3549003549003549)	(19, 0.3822003822003822)	(20, 0.4095004095004095)	(21, 0.4095004095004095)	(22, 0.4368004368004368)	(23, 0.4914004914004914)	(24, 0.6142506142506142)	(25, 0.6961506961506961)	(26, 0.7507507507507507)	(27, 0.8736008736008736)	(28, 0.9555009555009555)	(29, 0.9964509964509964)	(30, 1.0374010374010374)	(31, 1.0647010647010646)	(32, 1.1193011193011193)
HP1508501T2D_O3 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0002551977399688148)	(13, 0.0002551977399688148)	(14, 0.0005103954799376296)	(15, 0.0010207909598752593)	(16, 0.0010207909598752593)	(17, 0.001531186439812889)	(18, 0.0020415819197505186)	(19, 0.0020415819197505186)	(20, 0.0022967796597193335)	(21, 0.0025519773996881484)	(22, 0.003317570619594593)	(23, 0.004338361579469852)	(24, 0.005103954799376297)	(25, 0.008676723158939704)	(26, 0.01531186439812889)	(27, 0.044149209014604965)	(28, 0.14163474568269224)	(29, 0.2526457625691267)	(30, 0.40168124271091454)	(31, 0.7888162142436067)	(32, 1.356375987934251)
