Sample	fastqc-percent_duplicates	fastqc-percent_gc	fastqc-avg_sequence_length	fastqc-median_sequence_length	fastqc-percent_fails	fastqc-total_sequences
HP1508501T2D_J23	30.00601909017601	53.0	43.0	43	10.0	0.201479
HP1508501T2D_J24	20.963703560487588	52.0	43.0	43	10.0	0.49789799999999995
HP1508501T2D_J3	38.14134033427658	50.0	43.0	43	10.0	1.572103
HP1508501T2D_J4	49.65825877275671	49.0	43.0	43	10.0	2.006037
HP1508501T2D_J5	31.05071840383556	52.0	43.0	43	10.0	0.162292
HP1508501T2D_J6	34.48389372339456	53.0	43.0	43	10.0	1.4269669999999999
HP1508501T2D_J7	34.26165803108809	52.0	43.0	43	10.0	0.029335999999999997
HP1508501T2D_J8	46.33687721454971	51.0	43.0	43	10.0	3.5927339999999997
HP1508501T2D_J9	22.67071051271948	51.0	43.0	43	10.0	0.150261
HP1508501T2D_K1	15.684142671772591	45.0	43.0	43	10.0	0.293862
HP1508501T2D_K10	19.821547007129823	49.0	43.0	43	0.0	0.096496
HP1508501T2D_K11	22.785648086852902	44.0	43.0	43	30.0	0.015106
HP1508501T2D_K12	24.31936486537093	51.0	43.0	43	10.0	0.10681199999999999
HP1508501T2D_K13	26.55096668172179	45.0	43.0	43	0.0	0.18903699999999998
HP1508501T2D_K14	34.02095563034946	51.0	43.0	43	10.0	0.617757
HP1508501T2D_K15	27.009930071574644	51.0	43.0	43	10.0	0.8158599999999999
HP1508501T2D_K16	26.326287727767024	52.0	43.0	43	10.0	0.36948899999999996
HP1508501T2D_K17	32.629807675680325	51.0	43.0	43	0.0	1.784543
HP1508501T2D_K18	24.52656445262768	52.0	43.0	43	10.0	1.009369
HP1508501T2D_K19	34.415045680372685	50.0	43.0	43	0.0	0.720868
HP1508501T2D_K2	33.54659293158238	54.0	43.0	43	10.0	0.876424
HP1508501T2D_K20	24.65159471825335	51.0	43.0	43	10.0	0.367448
HP1508501T2D_K21	29.53258668124728	51.0	43.0	43	10.0	0.15604099999999999
HP1508501T2D_K22	38.832944378086374	52.0	43.0	43	10.0	3.5957149999999998
HP1508501T2D_K23	35.753446049640445	51.0	43.0	43	10.0	2.760326
HP1508501T2D_K24	34.98478045288904	42.0	43.0	43	20.0	0.373702
HP1508501T2D_K3	32.68496919705561	50.0	43.0	43	10.0	1.552899
HP1508501T2D_K4	31.625293702992735	51.0	43.0	43	0.0	0.424631
HP1508501T2D_K5	44.99421085444549	54.0	43.0	43	10.0	0.12350699999999999
HP1508501T2D_K6	33.24436301831791	54.0	43.0	43	10.0	0.187914
HP1508501T2D_K7	35.53798351031415	53.0	43.0	43	10.0	1.4528429999999999
HP1508501T2D_K8	29.387801290030552	46.0	43.0	43	30.0	0.053022
HP1508501T2D_K9	25.886301653696876	49.0	43.0	43	0.0	0.15182099999999998
HP1508501T2D_L1	49.485863616565986	45.0	43.0	43	20.0	0.052807
HP1508501T2D_L10	25.83505953172788	55.0	43.0	43	10.0	0.74457
HP1508501T2D_L11	12.735340482505066	54.0	43.0	43	10.0	0.12480999999999999
HP1508501T2D_L12	42.10700063961046	42.0	43.0	43	40.0	0.145401
HP1508501T2D_L13	30.247664585134842	50.0	43.0	43	0.0	0.740157
HP1508501T2D_L14	34.26127646565445	50.0	43.0	43	10.0	1.5827369999999998
HP1508501T2D_L15	22.87476415483094	54.0	43.0	43	10.0	0.729914
HP1508501T2D_L16	26.380568492092493	52.0	43.0	43	10.0	0.305649
HP1508501T2D_L17	38.343375195037765	51.0	43.0	43	10.0	1.472264
HP1508501T2D_L18	26.317437503659463	50.0	43.0	43	0.0	0.47934499999999997
HP1508501T2D_L19	5.1242633871381	53.0	43.0	43	20.0	0.003903
HP1508501T2D_L2	45.38766169470829	53.0	43.0	43	10.0	1.7276909999999999
HP1508501T2D_L20	16.116565464812595	52.0	43.0	43	10.0	0.182161
HP1508501T2D_L21	28.148468804111985	52.0	43.0	43	10.0	1.553685
HP1508501T2D_L22	36.56449584494366	46.0	43.0	43	20.0	0.040553
HP1508501T2D_L23	18.012310165969325	52.0	43.0	43	10.0	0.141001
HP1508501T2D_L24	28.181528285258068	52.0	43.0	43	10.0	1.0973469999999999
HP1508501T2D_L3	37.402030941184485	47.0	43.0	43	30.0	0.102711
HP1508501T2D_L4	37.99884326200116	43.0	43.0	43	40.0	0.06743099999999999
HP1508501T2D_L5	19.93205239458885	53.0	43.0	43	10.0	0.250923
HP1508501T2D_L6	24.771578792339483	53.0	43.0	43	10.0	0.567591
HP1508501T2D_L7	22.302498703251132	52.0	43.0	43	10.0	0.30205699999999996
HP1508501T2D_L8	44.13347061659139	51.0	43.0	43	10.0	0.22747099999999998
HP1508501T2D_L9	27.731343906373382	53.0	43.0	43	10.0	0.950143
HP1508501T2D_M1	29.35366847815311	50.0	43.0	43	10.0	0.196211
HP1508501T2D_M10	20.137030124133332	54.0	43.0	43	10.0	0.28825
HP1508501T2D_M11	44.5657655544479	54.0	43.0	43	10.0	0.17053
HP1508501T2D_M12	45.340842257466576	49.0	43.0	43	0.0	1.627445
HP1508501T2D_M13	23.726851851851848	42.0	43.0	43	30.0	0.011231999999999999
HP1508501T2D_M14	27.88227494957532	53.0	43.0	43	10.0	0.18748199999999998
HP1508501T2D_M15	29.6869581070966	51.0	43.0	43	10.0	1.089447
HP1508501T2D_M16	17.688771271250957	52.0	43.0	43	10.0	0.154782
HP1508501T2D_M17	42.27966039886755	52.0	43.0	43	10.0	3.091888
HP1508501T2D_M18	44.57871653528993	52.0	43.0	43	10.0	1.9374339999999999
HP1508501T2D_M19	24.721492878303124	50.0	43.0	43	0.0	0.42392799999999997
HP1508501T2D_M2	18.93004115226337	51.0	43.0	43	30.0	0.00972
HP1508501T2D_M20	24.41274088422884	51.0	43.0	43	10.0	0.352779
HP1508501T2D_M21	6.220231748062844	56.0	43.0	43	10.0	0.014067
HP1508501T2D_M22	38.7494060414164	52.0	43.0	43	10.0	3.3748639999999996
HP1508501T2D_M23	46.59402590424325	52.0	43.0	43	10.0	1.1860899999999999
HP1508501T2D_M24	26.94964746100706	52.0	43.0	43	30.0	0.028082
HP1508501T2D_M3	27.310726963407035	48.0	43.0	43	10.0	1.4610189999999998
HP1508501T2D_M4	38.424647242062534	50.0	43.0	43	0.0	0.19852499999999998
HP1508501T2D_M5	47.821782056992035	47.0	43.0	43	10.0	0.230326
HP1508501T2D_M6	24.56391265483336	54.0	43.0	43	10.0	0.039154999999999995
HP1508501T2D_M7	42.354016399444184	54.0	43.0	43	10.0	0.40818299999999996
HP1508501T2D_M8	34.78930729905372	52.0	43.0	43	10.0	0.208844
HP1508501T2D_M9	16.49461851231763	51.0	43.0	43	10.0	0.10452499999999999
HP1508501T2D_N1	36.701632320467134	51.0	43.0	43	10.0	2.947327
HP1508501T2D_N10	33.31589603260154	53.0	43.0	43	10.0	1.270538
HP1508501T2D_N11	32.148404588359085	50.0	43.0	43	0.0	0.531878
HP1508501T2D_N12	18.4328077124199	51.0	43.0	43	10.0	0.22557
HP1508501T2D_N13	35.32160315187723	52.0	43.0	43	10.0	0.735613
HP1508501T2D_N14	19.605772615276308	49.0	43.0	43	30.0	0.011363999999999999
HP1508501T2D_N15	24.008494496261676	53.0	43.0	43	10.0	0.722031
HP1508501T2D_N16	73.52297874227185	45.0	43.0	43	20.0	0.378807
HP1508501T2D_N17	24.9315754553526	52.0	43.0	43	10.0	0.649602
HP1508501T2D_N18	22.068498119577768	51.0	43.0	43	10.0	0.7832779999999999
HP1508501T2D_N19	8.985292757376754	52.0	43.0	43	10.0	0.054055
HP1508501T2D_N2	28.49155474030097	49.0	43.0	43	0.0	1.714894
HP1508501T2D_N20	26.5056118394873	52.0	43.0	43	10.0	0.25224799999999997
HP1508501T2D_N21	42.32045146967566	51.0	43.0	43	10.0	5.256571
HP1508501T2D_N22	30.09148135902055	47.0	43.0	43	0.0	1.319991
HP1508501T2D_N23	26.082375933986725	52.0	43.0	43	10.0	1.223258
HP1508501T2D_N24	37.04040753402099	53.0	43.0	43	10.0	0.7362679999999999
HP1508501T2D_N3	39.02822173045926	40.0	43.0	43	40.0	0.073206
HP1508501T2D_N4	38.634712066327545	50.0	43.0	43	10.0	2.9764
HP1508501T2D_N5	20.449917393476	50.0	43.0	43	0.0	0.052053999999999996
HP1508501T2D_N6	21.187171650880714	53.0	43.0	43	10.0	0.598685
HP1508501T2D_N7	25.83672066074115	51.0	43.0	43	10.0	0.69802
HP1508501T2D_N8	24.802027876847376	55.0	43.0	43	10.0	0.536569
HP1508501T2D_N9	13.1190991161467	53.0	43.0	43	10.0	0.118404
HP1508501T2D_O1	35.13300282738243	50.0	43.0	43	10.0	1.006946
HP1508501T2D_O10	10.737409041425536	53.0	43.0	43	10.0	0.034906
HP1508501T2D_O11	41.139591035579556	52.0	43.0	43	10.0	0.963119
HP1508501T2D_O12	25.24093516428769	53.0	43.0	43	10.0	0.457354
HP1508501T2D_O13	34.96726598360115	51.0	43.0	43	10.0	0.81234
HP1508501T2D_O14	23.935845011711464	49.0	43.0	43	0.0	0.125945
HP1508501T2D_O15	21.773863170831632	45.0	43.0	43	30.0	0.009764
HP1508501T2D_O16	19.830100164828195	52.0	43.0	43	30.0	0.007887
HP1508501T2D_O17	26.653506549628034	49.0	43.0	43	30.0	0.139919
HP1508501T2D_O18	24.0363997698865	49.0	43.0	43	30.0	0.019121
HP1508501T2D_O19	22.854448286702294	52.0	43.0	43	30.0	0.003181
HP1508501T2D_O2	2.422145328719722	51.0	43.0	43	20.0	0.000578
HP1508501T2D_O20	22.483986537835193	51.0	43.0	43	30.0	0.009211
HP1508501T2D_O21	24.1953385127636	52.0	43.0	43	30.0	0.003604
HP1508501T2D_O22	30.459211022652823	51.0	43.0	43	30.0	0.050369
HP1508501T2D_O23	22.71034105666051	51.0	43.0	43	10.0	0.058524
HP1508501T2D_O24	31.340431340431337	53.0	43.0	43	30.0	0.007326
HP1508501T2D_O3	23.35005765414843	50.0	43.0	43	10.0	0.391853
HP1508501T2D_O4	21.266786034019688	51.0	43.0	43	0.0	0.1117
HP1508501T2D_O5	4.4591813400411695	52.0	43.0	43	10.0	0.004373
HP1508501T2D_O6	14.908837128151447	54.0	43.0	43	10.0	0.022926
HP1508501T2D_O7	38.81173315305526	52.0	43.0	43	10.0	0.45248
HP1508501T2D_O8	32.21092569085661	51.0	43.0	43	10.0	2.418113
HP1508501T2D_O9	26.167187923263015	53.0	43.0	43	10.0	0.35972899999999997
HP1508501T2D_P1	30.704346227770742	51.0	43.0	43	10.0	1.09265
HP1508501T2D_P10	1.6680064308681608	56.0	43.0	43	10.0	0.0049759999999999995
HP1508501T2D_P11	23.672902897393868	53.0	43.0	43	10.0	0.141815
HP1508501T2D_P12	7.187204040829215	55.0	43.0	43	10.0	0.028509
HP1508501T2D_P14	37.90939300961868	53.0	43.0	43	10.0	1.773215
HP1508501T2D_P15	19.69769778515574	46.0	43.0	43	30.0	0.022890999999999998
HP1508501T2D_P16	35.80143037442154	46.0	43.0	43	30.0	0.054671
HP1508501T2D_P17	23.86329866270431	48.0	43.0	43	30.0	0.02019
HP1508501T2D_P18	23.654086925415854	46.0	43.0	43	30.0	0.033546
HP1508501T2D_P19	36.627906976744185	53.0	43.0	43	30.0	0.000516
HP1508501T2D_P2	23.96956345623677	50.0	43.0	43	10.0	0.861097
HP1508501T2D_P20	36.78601875532822	52.0	43.0	43	30.0	0.002346
HP1508501T2D_P21	33.57640601874692	45.0	43.0	43	30.0	0.06486399999999999
HP1508501T2D_P22	24.333429937690184	50.0	43.0	43	30.0	0.027604
HP1508501T2D_P23	0.4474272930648766	49.0	43.0	43	10.0	0.00044699999999999997
HP1508501T2D_P24	19.713261648745515	51.0	43.0	43	20.0	0.008649
HP1508501T2D_P3	35.95283583255993	49.0	43.0	43	0.0	0.995737
HP1508501T2D_P4	23.526044359143214	52.0	43.0	43	10.0	0.264982
HP1508501T2D_P5	17.721033407275215	54.0	43.0	43	10.0	0.059956999999999996
HP1508501T2D_P6	31.101768028563157	52.0	43.0	43	10.0	0.207248
HP1508501T2D_P7	30.814549536299424	51.0	43.0	43	10.0	0.984493
HP1508501T2D_P8	48.33675342025954	53.0	43.0	43	10.0	3.9858379999999998
HP1508501T2D_P9	18.708034914950773	53.0	43.0	43	10.0	0.107232
HP1509101_A1	48.472147106544085	54.0	43.0	43	10.0	0.03698
HP1509101_A10	23.342501447596987	54.0	43.0	43	0.0	0.013816
HP1509101_A11	26.969581265113902	55.0	43.0	43	10.0	0.015714
HP1509101_A12	4.376854599406528	51.0	43.0	43	10.0	0.001348
HP1509101_A13	17.421731123388582	54.0	43.0	43	0.0	0.008145
HP1509101_A14	24.637258476121033	54.0	43.0	43	0.0	0.013715
HP1509101_A15	1.7574692442882167	51.0	43.0	43	10.0	0.000569
HP1509101_A16	12.954020575267691	54.0	43.0	43	0.0	0.004763
HP1509101_A17	22.658867322520607	54.0	43.0	43	0.0	0.03761
HP1509101_A18	6.2114746325272705	53.0	43.0	43	0.0	0.0021089999999999998
HP1509101_A19	12.157172995780584	53.0	43.0	43	0.0	0.003792
HP1509101_A2	41.25866267091216	54.0	43.0	43	10.0	0.026695
HP1509101_A20	26.3974185489747	54.0	43.0	43	0.0	0.028821
HP1509101_A21	4.968287526427062	51.0	43.0	43	0.0	0.000946
HP1509101_A22	4.223744292237441	51.0	43.0	43	0.0	0.0017519999999999999
HP1509101_A23	10.863843024647053	53.0	43.0	43	0.0	0.0041789999999999996
HP1509101_A24	61.85261197543084	51.0	43.0	43	10.0	9.235566
HP1509101_A3	40.86182204720147	53.0	43.0	43	10.0	0.388395
HP1509101_A4	43.0018630647415	55.0	43.0	43	30.0	0.034352
HP1509101_A5	17.949988984357788	54.0	43.0	43	10.0	0.018156
HP1509101_A6	11.912408759124077	55.0	43.0	43	0.0	0.0034249999999999997
HP1509101_A7	38.42189883332646	55.0	43.0	43	10.0	0.145542
HP1509101_A8	30.38299220764256	50.0	43.0	43	0.0	0.069427
HP1509101_A9	15.12017887087758	54.0	43.0	43	10.0	0.007156
HP1509101_B1	36.6557734204793	55.0	43.0	43	0.0	0.009179999999999999
HP1509101_B10	48.191143044601304	54.0	43.0	43	0.0	0.785156
HP1509101_B11	43.186946968347286	54.0	43.0	43	0.0	0.134712
HP1509101_B12	47.50312435586842	54.0	43.0	43	0.0	0.501683
HP1509101_B13	42.51780279822825	55.0	43.0	43	0.0	0.099563
HP1509101_B14	55.45662866901172	53.0	43.0	43	20.0	0.06851299999999999
HP1509101_B15	26.958755530184092	54.0	43.0	43	0.0	0.014013999999999999
HP1509101_B16	38.327899838977196	54.0	43.0	43	10.0	0.468445
HP1509101_B17	50.83476658442255	54.0	43.0	43	20.0	2.291246
HP1509101_B18	61.0285031298746	54.0	43.0	43	10.0	0.098726
HP1509101_B19	41.405897083456885	54.0	43.0	43	0.0	0.427513
HP1509101_B2	54.45461337317894	55.0	43.0	43	10.0	0.074956
HP1509101_B20	58.34021991128771	53.0	43.0	43	10.0	2.351609
HP1509101_B21	3.0156815440289506	52.0	43.0	43	10.0	0.000829
HP1509101_B22	4.1168658698539105	51.0	43.0	43	0.0	0.000753
HP1509101_B23	38.30292254869524	55.0	43.0	43	0.0	0.181396
HP1509101_B24	52.23404994653802	53.0	43.0	43	10.0	1.898388
HP1509101_B3	72.15510403912177	54.0	43.0	43	10.0	0.730175
HP1509101_B4	48.52370455462759	54.0	43.0	43	0.0	0.032209
HP1509101_B5	11.824729891956792	53.0	43.0	43	0.0	0.001666
HP1509101_B6	9.659224441833132	56.0	43.0	43	10.0	0.004255
HP1509101_B7	10.930493273542595	55.0	43.0	43	0.0	0.003568
HP1509101_B8	25.447901093946513	56.0	43.0	43	10.0	0.042141
HP1509101_B9	23.498902852583285	54.0	43.0	43	0.0	0.025065
HP1509101_C1	45.349089227165784	54.0	43.0	43	10.0	0.56089
HP1509101_C10	19.379157427937926	54.0	43.0	43	0.0	0.002255
HP1509101_C11	26.19370898393302	54.0	43.0	43	0.0	0.017676
HP1509101_C12	60.205131738368244	53.0	43.0	43	10.0	1.033846
HP1509101_C13	3.7919826652221076	54.0	43.0	43	10.0	0.000923
HP1509101_C14	20.620674740484418	54.0	43.0	43	0.0	0.009248
HP1509101_C15	3.982300884955748	55.0	43.0	43	20.0	0.000678
HP1509101_C16	8.623583718002521	56.0	43.0	43	0.0	0.004765999999999999
HP1509101_C17	19.704219225750336	54.0	43.0	43	0.0	0.002299
HP1509101_C18	30.417839359168653	55.0	43.0	43	20.0	0.004619
HP1509101_C19	23.032361166600083	54.0	43.0	43	10.0	0.015018
HP1509101_C2	57.203526070414235	55.0	43.0	43	10.0	0.074644
HP1509101_C20	33.93913168902351	55.0	43.0	43	10.0	0.006933
HP1509101_C21	25.150764868446743	55.0	43.0	43	10.0	0.09733699999999999
HP1509101_C22	27.730223750821196	55.0	43.0	43	10.0	0.10350799999999999
HP1509101_C23	46.10820004251966	56.0	43.0	43	10.0	0.15992599999999998
HP1509101_C24	19.391528853534297	54.0	43.0	43	10.0	0.014331
HP1509101_C3	33.2732516222062	54.0	43.0	43	0.0	0.005548
HP1509101_C4	16.871584699453564	54.0	43.0	43	0.0	0.002928
HP1509101_C5	10.111046171829344	54.0	43.0	43	10.0	0.0017109999999999998
HP1509101_C6	43.70763455669881	54.0	43.0	43	0.0	0.074058
HP1509101_C7	5.794137695978179	55.0	43.0	43	0.0	0.001467
HP1509101_C8	10.53577849694355	55.0	43.0	43	0.0	0.002781
HP1509101_C9	23.22178241573708	54.0	43.0	43	0.0	0.008336999999999999
HP1509101_D1	31.569405099150146	55.0	43.0	43	0.0	0.008825
HP1509101_D10	53.89341896752187	54.0	43.0	43	10.0	1.258573
HP1509101_D11	45.20212544280058	54.0	43.0	43	0.0	0.019195999999999998
HP1509101_D12	4.268292682926827	52.0	43.0	43	10.0	0.001148
HP1509101_D13	29.65142598460841	54.0	43.0	43	0.0	0.004418
HP1509101_D14	67.86064375130566	55.0	43.0	43	10.0	0.311689
HP1509101_D15	42.16486129076549	53.0	43.0	43	0.0	0.138383
HP1509101_D16	2.6785714285714306	51.0	43.0	43	20.0	0.00056
HP1509101_D17	46.70881311752986	54.0	43.0	43	0.0	0.718904
HP1509101_D18	64.21581959121619	55.0	43.0	43	20.0	2.358437
HP1509101_D19	57.74068042965479	54.0	43.0	43	10.0	0.891991
HP1509101_D2	57.89548799052774	56.0	43.0	43	10.0	0.189184
HP1509101_D20	71.47172273397823	53.0	43.0	43	10.0	0.664041
HP1509101_D21	54.08003414517741	54.0	43.0	43	10.0	0.366353
HP1509101_D22	52.77127433735671	56.0	43.0	43	20.0	0.16487
HP1509101_D23	46.716936616602865	54.0	43.0	43	0.0	0.758398
HP1509101_D24	8.262108262108256	52.0	43.0	43	10.0	0.003159
HP1509101_D3	54.33250742439419	54.0	43.0	43	10.0	0.056907
HP1509101_D4	56.704428424304844	55.0	43.0	43	10.0	0.072825
HP1509101_D5	28.717841455762397	55.0	43.0	43	0.0	0.081277
HP1509101_D6	16.761239633347884	54.0	43.0	43	0.0	0.002291
HP1509101_D7	32.424896265560164	54.0	43.0	43	0.0	0.030125
HP1509101_D8	52.18295714253983	54.0	43.0	43	20.0	3.458008
HP1509101_D9	34.419103689234916	55.0	43.0	43	0.0	0.036349
HP1509101_E1	39.565646594274426	54.0	43.0	43	10.0	0.01013
HP1509101_E10	55.58036715323336	54.0	43.0	43	10.0	0.236926
HP1509101_E11	7.658643326039382	54.0	43.0	43	10.0	0.000457
HP1509101_E12	22.98358315488936	55.0	43.0	43	30.0	0.002802
HP1509101_E13	10.21897810218978	54.0	43.0	43	10.0	0.002192
HP1509101_E14	30.256133992849797	54.0	43.0	43	0.0	0.020419
HP1509101_E15	13.333333333333329	54.0	43.0	43	20.0	0.0014399999999999999
HP1509101_E16	40.278589518799926	55.0	43.0	43	0.0	0.010265999999999999
HP1509101_E17	21.0348162475822	55.0	43.0	43	0.0	0.0062039999999999994
HP1509101_E18	12.184976755566439	55.0	43.0	43	10.0	0.0040869999999999995
HP1509101_E19	39.34847610554477	54.0	43.0	43	0.0	0.114378
HP1509101_E2	30.769230769230774	55.0	43.0	43	10.0	0.004784
HP1509101_E20	19.162771794350746	54.0	43.0	43	0.0	0.004921
HP1509101_E21	11.373035566583951	55.0	43.0	43	10.0	0.002418
HP1509101_E22	57.33583407929094	55.0	43.0	43	10.0	0.7912239999999999
HP1509101_E23	28.879115193066426	55.0	43.0	43	10.0	0.015460999999999999
HP1509101_E24	26.350815284964895	54.0	43.0	43	0.0	0.084449
HP1509101_E3	28.38826151833908	55.0	43.0	43	0.0	0.054283
HP1509101_E4	53.44189175295762	54.0	43.0	43	20.0	0.392458
HP1509101_E5	75.67792064901349	54.0	43.0	43	10.0	0.8101929999999999
HP1509101_E6	53.38660145586897	55.0	43.0	43	10.0	0.035168
HP1509101_E7	46.034470919453405	54.0	43.0	43	0.0	0.014563
HP1509101_E8	66.75251453033098	54.0	43.0	43	10.0	0.201131
HP1509101_E9	51.05012512721474	54.0	43.0	43	10.0	0.22674699999999998
HP1509101_F1	55.425918751538376	54.0	43.0	43	10.0	0.262165
HP1509101_F10	4.3897216274089885	52.0	43.0	43	10.0	0.0009339999999999999
HP1509101_F11	12.061403508771932	54.0	43.0	43	10.0	0.00228
HP1509101_F12	39.786335831825625	55.0	43.0	43	0.0	0.011607
HP1509101_F13	45.00238535027952	54.0	43.0	43	0.0	0.163498
HP1509101_F14	3.1105990783410107	52.0	43.0	43	10.0	0.000868
HP1509101_F15	37.07648043973032	54.0	43.0	43	0.0	0.023287
HP1509101_F16	42.08882720333102	55.0	43.0	43	0.0	0.01441
HP1509101_F17	43.51038226898753	54.0	43.0	43	0.0	0.017866999999999997
HP1509101_F18	24.595911898481347	55.0	43.0	43	10.0	0.092121
HP1509101_F19	44.29613026182165	54.0	43.0	43	10.0	0.814699
HP1509101_F2	40.093358474817556	56.0	43.0	43	10.0	1.6804139999999999
HP1509101_F20	3.040935672514621	52.0	43.0	43	0.0	0.000855
HP1509101_F21	60.290917504141774	55.0	43.0	43	10.0	1.6645619999999999
HP1509101_F22	49.916022584495764	54.0	43.0	43	0.0	1.8503569999999998
HP1509101_F23	46.49497674027162	54.0	43.0	43	10.0	2.888283
HP1509101_F24	55.99726828902815	53.0	43.0	43	10.0	2.962246
HP1509101_F3	44.61950628308987	55.0	43.0	43	0.0	0.031354
HP1509101_F4	36.745440362131696	55.0	43.0	43	0.0	0.237704
HP1509101_F5	68.6822788360108	55.0	43.0	43	10.0	0.33072999999999997
HP1509101_F6	44.61253171969549	55.0	43.0	43	0.0	0.020492
HP1509101_F7	29.774565019035336	55.0	43.0	43	0.0	0.127132
HP1509101_F8	55.75908021949307	55.0	43.0	43	10.0	0.15308
HP1509101_F9	31.708588557278773	55.0	43.0	43	0.0	0.007672999999999999
HP1509101_G1	50.3777936848803	54.0	43.0	43	20.0	0.050291999999999996
HP1509101_G10	59.40980307955907	55.0	43.0	43	10.0	0.49563399999999996
HP1509101_G11	25.782505548327848	54.0	43.0	43	0.0	0.013066999999999999
HP1509101_G12	53.89701191785877	54.0	43.0	43	10.0	0.332995
HP1509101_G13	33.56723237597912	54.0	43.0	43	0.0	0.006128
HP1509101_G14	52.45885130614515	54.0	43.0	43	10.0	0.552191
HP1509101_G15	54.21459719260273	54.0	43.0	43	10.0	0.157085
HP1509101_G16	36.78889006017248	54.0	43.0	43	10.0	0.16805799999999999
HP1509101_G17	56.19652078270795	54.0	43.0	43	10.0	0.38195599999999996
HP1509101_G18	38.49050134187916	54.0	43.0	43	0.0	0.15165299999999998
HP1509101_G19	45.89131567770125	54.0	43.0	43	10.0	0.214173
HP1509101_G2	40.473475093812084	55.0	43.0	43	0.0	0.054363999999999996
HP1509101_G20	51.12664373036703	53.0	43.0	43	10.0	0.14707399999999998
HP1509101_G21	70.47558400955143	53.0	43.0	43	10.0	1.620382
HP1509101_G22	38.72721289897992	54.0	43.0	43	0.0	0.15195
HP1509101_G23	68.88030258733079	53.0	43.0	43	10.0	2.534049
HP1509101_G24	52.88676078318404	54.0	43.0	43	10.0	1.032484
HP1509101_G3	45.478278198485455	54.0	43.0	43	0.0	0.050179999999999995
HP1509101_G4	70.53315490376153	54.0	43.0	43	10.0	0.360662
HP1509101_G5	50.111512319456246	54.0	43.0	43	10.0	0.018831999999999998
HP1509101_G6	55.75158916955466	55.0	43.0	43	10.0	0.053959
HP1509101_G7	44.95324532453245	55.0	43.0	43	0.0	0.029088
HP1509101_G8	37.96116922812002	56.0	43.0	43	10.0	0.046458
HP1509101_G9	45.73244773455445	56.0	43.0	43	10.0	0.136706
HP1509101_H1	38.615173998184375	54.0	43.0	43	0.0	0.193151
HP1509101_H10	59.55697983047323	55.0	43.0	43	10.0	0.081757
HP1509101_H11	57.78759428075287	54.0	43.0	43	10.0	1.113897
HP1509101_H12	6.097560975609767	53.0	43.0	43	10.0	0.0014759999999999999
HP1509101_H13	57.51009970139428	55.0	43.0	43	20.0	0.48195099999999996
HP1509101_H14	25.15806393998929	55.0	43.0	43	0.0	0.027995
HP1509101_H15	16.33085896076352	54.0	43.0	43	0.0	0.00943
HP1509101_H16	75.10701737131792	54.0	43.0	43	10.0	1.041598
HP1509101_H17	31.458447991194276	54.0	43.0	43	0.0	0.045425
HP1509101_H18	3.819095477386938	52.0	43.0	43	10.0	0.000995
HP1509101_H19	32.66281395865748	54.0	43.0	43	0.0	0.026993999999999997
HP1509101_H2	65.54304510727911	55.0	43.0	43	10.0	0.6298
HP1509101_H20	40.166130904332455	55.0	43.0	43	0.0	0.607765
HP1509101_H21	43.22362247320791	54.0	43.0	43	0.0	0.483728
HP1509101_H22	51.49920555757027	54.0	43.0	43	10.0	1.32255
HP1509101_H23	52.01197123699931	54.0	43.0	43	10.0	2.36923
HP1509101_H24	55.922474976215405	53.0	43.0	43	10.0	2.714787
HP1509101_H3	63.915260967547304	54.0	43.0	43	10.0	0.193913
HP1509101_H4	58.91546031173229	55.0	43.0	43	10.0	0.072049
HP1509101_H5	25.94044777815661	56.0	43.0	43	10.0	0.017598
HP1509101_H6	4.252199413489734	52.0	43.0	43	20.0	0.000682
HP1509101_H7	45.16722089565357	56.0	43.0	43	10.0	0.13652599999999998
HP1509101_H8	53.426775008877655	55.0	43.0	43	10.0	0.047873
HP1509101_H9	62.858925531354195	54.0	43.0	43	10.0	0.654467
HP1509101_I1	1.8367346938775455	50.0	43.0	43	10.0	0.00049
HP1509101_I10	40.12496233220838	54.0	43.0	43	0.0	0.173933
HP1509101_I11	50.00271404089672	55.0	43.0	43	10.0	0.128959
HP1509101_I12	51.20156160887406	54.0	43.0	43	10.0	2.126767
HP1509101_I13	43.28137548368256	55.0	43.0	43	0.0	0.054787999999999996
HP1509101_I14	58.858078060917016	54.0	43.0	43	10.0	1.061085
HP1509101_I15	75.18148869597539	54.0	43.0	43	10.0	0.636745
HP1509101_I16	19.738952245188884	56.0	43.0	43	10.0	0.022448
HP1509101_I17	44.847891147139826	55.0	43.0	43	10.0	1.8047149999999998
HP1509101_I18	27.858432375507746	55.0	43.0	43	0.0	0.026588
HP1509101_I19	57.02342304604321	53.0	43.0	43	10.0	0.114588
HP1509101_I2	17.55328676338887	54.0	43.0	43	0.0	0.005582999999999999
